"School ID","School Name","Decile","From","To","Number of deciles"
682,"Eden Christian Academy",5,2015,2017,2
682,"Eden Christian Academy",99,2013,2014,2
683,"Ao Tawhiti Unlimited Discovery",6,2014,2014,2
683,"Ao Tawhiti Unlimited Discovery",7,2015,2017,2
684,"Te Waka Unua School",2,2015,2017,1
685,"Waitakiri Primary School",8,2014,2017,1
686,"Lyttelton Primary School",9,2015,2017,2
686,"Lyttelton Primary School",99,2014,2014,2
688,"Ormiston Primary School",7,2015,2017,1
690,"South Auckland Middle School",99,2014,2017,1
691,"Te Pumanawa O Te Wairua",99,2014,2015,1
692,"Te Kura Hourua o Whangarei Terenga Paraoa",99,2014,2017,1
693,"The Rise Up Academy",99,2014,2017,1
694,"Vanguard Military School",99,2014,2017,1
695,"Seven Oaks Secondary School",99,2014,2017,1
696,"Rawhiti School",3,2015,2017,1
701,"Amana Christian School (Secondary)",99,2014,2014,1
704,"Haeata Community Campus",1,2017,2017,1
705,"Te Tipu Whenua o Pa Harakeke",1,2015,2017,1
706,"Te Pa o Rakaihautu",4,2015,2017,1
707,"ACG Tauranga",99,2015,2017,1
708,"Rototuna Junior High School",10,2016,2017,1
709,"Ormiston Junior College",7,2017,2017,1
710,"Rolleston Christian School",9,2015,2017,1
713,"Middle School West Auckland",99,2015,2017,1
714,"Pacific Advance Senior School",99,2015,2017,1
715,"Te Kapehu Whetu - Teina",99,2015,2017,1
716,"Te Kura Maori o Waatea",99,2015,2017,1
717,"Whakatane Teen Parent Unit",1,2017,2017,1
719,"Te Kura Kaupapa Maori o Te Orini ki Ngati Awa",2,2015,2017,1
728,"Meraki Montessori School",99,2015,2017,1
729,"Northland College Teen Parent Unit",1,2016,2017,1
730,"Porangahau School",2,2016,2017,4
737,"Te Kura Kaupapa Maori o Horouta Wananga",2,2016,2017,1
738,"St Francis of Assisi Catholic School",8,2016,2017,1
739,"Manukura",5,2016,2017,1
742,"Te Kura o Te Whanau-a-Apanui",1,2016,2017,1
743,"Holy Trinity Catholic Primary School",3,2017,2017,1
744,"Iqra Elementary",99,2016,2017,1
750,"Te Aratika Academy",99,2017,2017,1
751,"Te Kopuku High",99,2017,2017,1
752,"Summit Point School",99,2017,2017,1
778,"The Deep Green Bush School",99,2017,2017,1
779,"Waiheke Island Steiner School",99,2017,2017,1
787,"Peace Experiment",99,2017,2017,1
1000,"Ahipara School",2,2000,2017,2
1000,"Ahipara School",3,2003,2014,2
1001,"Aranga School",2,2000,2002,3
1001,"Aranga School",3,2003,2004,3
1001,"Aranga School",4,2005,2017,3
1002,"Arapohue School",2,2015,2017,3
1002,"Arapohue School",3,2013,2014,3
1002,"Arapohue School",6,2000,2012,3
1004,"Awanui School",1,2000,2002,2
1004,"Awanui School",2,2003,2017,2
1005,"Te Kura  o Awarua",1,2000,2004,1
1007,"Blomfield Special School and Resource Ctre",2,2000,2007,2
1007,"Blomfield Special School and Resource Ctre",3,2008,2017,2
1008,"Dargaville Intermediate",3,2000,2014,2
1008,"Dargaville Intermediate",4,2015,2017,2
1009,"Dargaville Primary School",4,2000,2017,1
1011,"Glenbervie School",5,2000,2002,3
1011,"Glenbervie School",7,2005,2014,3
1011,"Glenbervie School",8,2003,2017,3
1012,"Helena Bay School",2,2000,2004,1
1013,"Herekino School",2,2000,2017,1
1014,"Hikurangi School",1,2008,2014,2
1014,"Hikurangi School",2,2000,2017,2
1015,"Hora Hora School (Te Mai)",2,2008,2017,2
1015,"Hora Hora School (Te Mai)",3,2000,2007,2
1016,"Horeke School",1,2008,2017,2
1016,"Horeke School",2,2000,2007,2
1017,"Hukerenui School Years 1-8",4,2005,2007,2
1017,"Hukerenui School Years 1-8",5,2000,2017,2
1018,"Hurupaki School",6,2003,2004,3
1018,"Hurupaki School",7,2005,2007,3
1018,"Hurupaki School",8,2000,2017,3
1019,"Kaeo School",1,2009,2014,3
1019,"Kaeo School",2,2000,2017,3
1019,"Kaeo School",3,2008,2008,3
1020,"Kaihu Valley School",2,2001,2017,2
1020,"Kaihu Valley School",3,2000,2000,2
1021,"Kaikohe East School",1,2000,2017,1
1022,"Kaikohe Intermediate",1,2000,2017,1
1023,"Kaikohe West School",1,2003,2017,2
1023,"Kaikohe West School",2,2000,2002,2
1024,"Kaingaroa School (Kaitaia)",3,2000,2017,1
1025,"Kaitaia Intermediate",1,2015,2017,3
1025,"Kaitaia Intermediate",2,2000,2014,3
1025,"Kaitaia Intermediate",3,2005,2007,3
1026,"Kaitaia School",1,2003,2017,2
1026,"Kaitaia School",2,2000,2002,2
1027,"Kaiwaka School",4,2000,2017,2
1027,"Kaiwaka School",5,2003,2007,2
1028,"Totara Grove School",1,2000,2007,2
1028,"Totara Grove School",2,2008,2017,2
1029,"Kamo Intermediate",4,2003,2007,2
1029,"Kamo Intermediate",5,2000,2017,2
1030,"Kamo School",4,2000,2002,2
1030,"Kamo School",5,2003,2017,2
1031,"Karetu School",2,2000,2017,3
1031,"Karetu School",3,2008,2014,3
1031,"Karetu School",4,2003,2007,3
1032,"Kaurihohore School",4,2005,2007,5
1032,"Kaurihohore School",5,2003,2004,5
1032,"Kaurihohore School",6,2008,2014,5
1032,"Kaurihohore School",7,2015,2017,5
1032,"Kaurihohore School",9,2000,2002,5
1033,"Kawakawa Primary School",1,2003,2014,2
1033,"Kawakawa Primary School",2,2000,2017,2
1034,"Kerikeri Primary School",5,2015,2017,3
1034,"Kerikeri Primary School",6,2003,2007,3
1034,"Kerikeri Primary School",7,2000,2014,3
1035,"Kohukohu School",2,2000,2017,1
1036,"Kokopu School",8,2015,2017,2
1036,"Kokopu School",9,2000,2014,2
1037,"Mangamuka School",1,2000,2017,1
1038,"Mangawhai Beach School",6,2003,2017,2
1038,"Mangawhai Beach School",7,2000,2002,2
1039,"Mangonui School",2,2000,2007,2
1039,"Mangonui School",3,2008,2017,2
1041,"Maromaku School",5,2000,2004,3
1042,"Matakohe School",3,2003,2004,3
1042,"Matakohe School",4,2005,2017,3
1042,"Matakohe School",5,2000,2014,3
1043,"Matarau School",8,2000,2017,3
1043,"Matarau School",9,2008,2014,3
1043,"Matarau School",10,2003,2007,3
1044,"Matauri Bay School",1,2000,2014,2
1044,"Matauri Bay School",2,2008,2017,2
1045,"Te Kura o Matawaia",1,2000,2004,1
1046,"Matihetihe School",1,2003,2017,2
1046,"Matihetihe School",2,2000,2002,2
1047,"Maungakaramea School",5,2015,2017,4
1047,"Maungakaramea School",6,2003,2007,4
1047,"Maungakaramea School",8,2000,2002,4
1047,"Maungakaramea School",9,2008,2014,4
1048,"Maungatapere School",8,2000,2007,2
1048,"Maungatapere School",9,2008,2017,2
1049,"Maungaturoto School",5,2000,2017,2
1049,"Maungaturoto School",6,2003,2014,2
1050,"Maunu School",8,2015,2017,3
1050,"Maunu School",9,2008,2014,3
1050,"Maunu School",10,2000,2007,3
1051,"Moerewa School",1,2000,2004,2
1052,"Morningside School",2,2001,2007,2
1052,"Morningside School",3,2000,2017,2
1053,"Motatau School",1,2003,2017,3
1053,"Motatau School",2,2008,2014,3
1053,"Motatau School",3,2000,2002,3
1054,"Ngaiotonga Valley School",1,2000,2004,1
1055,"Ngataki School",1,2000,2017,3
1055,"Ngataki School",2,2008,2014,3
1055,"Ngataki School",3,2003,2007,3
1056,"Ngunguru School",5,2000,2002,3
1056,"Ngunguru School",7,2003,2017,3
1056,"Ngunguru School",8,2005,2007,3
1057,"Northland Health Camp School",1,2000,2011,1
1058,"Ohaeawai School",2,2000,2014,2
1058,"Ohaeawai School",3,2015,2017,2
1059,"Okaihau Primary School",3,2003,2007,2
1059,"Okaihau Primary School",4,2000,2017,2
1060,"Omanaia School",1,2000,2017,3
1060,"Omanaia School",2,2009,2014,3
1060,"Omanaia School",3,2008,2008,3
1061,"One Tree Point School",2,2000,2007,2
1061,"One Tree Point School",4,2008,2017,2
1062,"Onerahi School",4,2000,2017,1
1063,"Opua School",4,2003,2004,4
1063,"Opua School",5,2005,2017,4
1063,"Opua School",6,2002,2002,4
1063,"Opua School",7,2000,2014,4
1064,"Orauta School",1,2003,2004,2
1064,"Orauta School",2,2000,2002,2
1065,"Oromahoe School",5,2000,2004,2
1065,"Oromahoe School",6,2005,2017,2
1066,"Oruaiti School",2,2000,2017,3
1066,"Oruaiti School",3,2003,2014,3
1066,"Oruaiti School",4,2008,2009,3
1067,"Oruawharo School",1,2000,2000,1
1068,"Otaika Valley School",2,2000,2002,3
1068,"Otaika Valley School",3,2003,2007,3
1068,"Otaika Valley School",4,2008,2017,3
1069,"Te Kura o Otangarei",1,2000,2017,1
1070,"Otiria School",1,2000,2004,1
1071,"Oturu School",1,2008,2017,2
1071,"Oturu School",2,2000,2007,2
1072,"Paihia School",4,2001,2017,2
1072,"Paihia School",5,2000,2007,2
1073,"Pakaraka School",1,2003,2017,3
1073,"Pakaraka School",2,2008,2014,3
1073,"Pakaraka School",3,2000,2002,3
1074,"Pakiri School",4,2003,2017,2
1074,"Pakiri School",5,2000,2014,2
1075,"Pakotai School",1,2003,2007,2
1075,"Pakotai School",2,2000,2017,2
1076,"Pamapuria School",2,2008,2017,3
1076,"Pamapuria School",3,2001,2007,3
1076,"Pamapuria School",4,2000,2000,3
1077,"Paparoa School",4,2000,2014,2
1077,"Paparoa School",5,2003,2017,2
1078,"Paparore School",3,2000,2017,1
1080,"Parua Bay School",7,2000,2002,3
1080,"Parua Bay School",8,2003,2007,3
1080,"Parua Bay School",9,2008,2017,3
1081,"Peria School",2,2003,2017,2
1081,"Peria School",3,2000,2002,2
1082,"Pompallier Catholic School",3,2008,2017,2
1082,"Pompallier Catholic School",4,2000,2007,2
1083,"Poroti School",3,2017,2017,5
1083,"Poroti School",5,2007,2007,5
1083,"Poroti School",6,2008,2014,5
1083,"Poroti School",7,2003,2016,5
1083,"Poroti School",8,2000,2006,5
1084,"Portland School",1,2000,2017,2
1084,"Portland School",2,2008,2014,2
1085,"Pouto School",2,2015,2017,4
1085,"Pouto School",3,2000,2002,4
1085,"Pouto School",4,2003,2014,4
1085,"Pouto School",5,2005,2007,4
1086,"Pukenui School (Kaitaia)",2,2000,2007,2
1086,"Pukenui School (Kaitaia)",3,2008,2017,2
1087,"Pukepoto School",1,2000,2017,2
1087,"Pukepoto School",2,2003,2014,2
1088,"Punaruku School",1,2000,2002,2
1088,"Punaruku School",2,2003,2004,2
1089,"Purua School",5,2003,2014,3
1089,"Purua School",6,2000,2007,3
1089,"Purua School",7,2015,2017,3
1090,"Raumanga School",1,2000,2001,1
1091,"Raumanga Primary School",1,2000,2001,1
1092,"Raurimu Avenue School",1,2003,2007,3
1092,"Raurimu Avenue School",2,2000,2014,3
1092,"Raurimu Avenue School",3,2015,2017,3
1093,"Rawene School",2,2000,2014,2
1093,"Rawene School",3,2015,2017,2
1094,"Ruakaka School",3,2003,2004,2
1094,"Ruakaka School",4,2000,2017,2
1095,"Ruawai Primary School",3,2015,2017,2
1095,"Ruawai Primary School",5,2000,2014,2
1096,"Russell School (Bay Of Islands)",5,2000,2017,2
1096,"Russell School (Bay Of Islands)",6,2005,2014,2
1097,"Selwyn Park School",1,2000,2017,2
1097,"Selwyn Park School",2,2003,2007,2
1098,"St Joseph's Catholic School (Dargaville)",3,2008,2014,2
1098,"St Joseph's Catholic School (Dargaville)",4,2000,2017,2
1100,"Te Kura o Hato Hohepa Te Kamura",1,2000,2017,1
1102,"Te Kura o Hata Maria (Pawarenga)",1,2003,2017,2
1102,"Te Kura o Hata Maria (Pawarenga)",2,2000,2009,2
1103,"Taipuha School",6,2000,2002,2
1103,"Taipuha School",8,2003,2003,2
1104,"Tangiteroria School",5,2008,2014,3
1104,"Tangiteroria School",6,2000,2007,3
1104,"Tangiteroria School",7,2015,2017,3
1105,"Tangowahine School",4,2003,2017,2
1105,"Tangowahine School",5,2000,2002,2
1106,"Tapora School",5,2015,2017,4
1106,"Tapora School",6,2008,2014,4
1106,"Tapora School",7,2003,2007,4
1106,"Tapora School",8,2000,2002,4
1107,"Tauhoa School",5,2000,2002,3
1107,"Tauhoa School",6,2015,2017,3
1107,"Tauhoa School",7,2003,2014,3
1108,"Tautoro School",2,2000,2004,3
1109,"Te Hapua School",1,2008,2017,2
1109,"Te Hapua School",2,2000,2007,2
1110,"Te Horo School (Whangarei)",1,2000,2007,2
1110,"Te Horo School (Whangarei)",2,2008,2017,2
1111,"Te Kopuru School",2,2008,2017,3
1111,"Te Kopuru School",3,2000,2004,3
1111,"Te Kopuru School",4,2005,2007,3
1112,"Bay of Islands International Academy",2,2003,2004,3
1112,"Bay of Islands International Academy",3,2000,2014,3
1112,"Bay of Islands International Academy",6,2015,2017,3
1113,"Tikipunga Primary School",1,2000,2017,2
1113,"Tikipunga Primary School",2,2008,2014,2
1114,"Tinopai School",1,2008,2017,2
1114,"Tinopai School",2,2000,2007,2
1115,"Tomarata School",5,2015,2017,3
1115,"Tomarata School",7,2008,2014,3
1115,"Tomarata School",8,2000,2007,3
1116,"Totara North School",2,2003,2017,2
1116,"Totara North School",3,2000,2014,2
1117,"Towai School",3,2000,2002,2
1117,"Towai School",4,2003,2004,2
1119,"Umawera School",2,2000,2017,1
1120,"Waiharara School",1,2015,2017,3
1120,"Waiharara School",2,2000,2004,3
1120,"Waiharara School",3,2005,2014,3
1121,"Waikare School",1,2000,2004,1
1122,"Waima School",1,2000,2017,1
1124,"Waiotira School",3,2014,2017,4
1124,"Waiotira School",6,2003,2013,4
1124,"Waiotira School",7,2008,2012,4
1124,"Waiotira School",8,2000,2002,4
1125,"Waipu School",6,2000,2002,3
1125,"Waipu School",7,2003,2017,3
1125,"Waipu School",8,2005,2007,3
1126,"Wellsford School",3,2000,2017,2
1126,"Wellsford School",4,2003,2014,2
1127,"Whananaki School",2,2000,2002,4
1127,"Whananaki School",3,2003,2007,4
1127,"Whananaki School",4,2009,2017,4
1127,"Whananaki School",5,2008,2008,4
1128,"Whangarei Heads School",7,2000,2002,3
1128,"Whangarei Heads School",8,2003,2017,3
1128,"Whangarei Heads School",9,2008,2014,3
1129,"Whangarei Intermediate",3,2000,2002,2
1129,"Whangarei Intermediate",4,2003,2017,2
1130,"Whangarei School",4,2008,2017,3
1130,"Whangarei School",5,2000,2004,3
1130,"Whangarei School",6,2005,2007,3
1131,"Whau Valley School",2,2008,2017,3
1131,"Whau Valley School",3,2003,2007,3
1131,"Whau Valley School",5,2000,2002,3
1132,"Living Way Christian School",5,2000,2014,3
1132,"Living Way Christian School",6,2003,2007,3
1132,"Living Way Christian School",7,2015,2017,3
1135,"Wickham Private School",8,2000,2007,2
1135,"Wickham Private School",9,2003,2004,2
1136,"New Life Christian School",1,2008,2015,2
1136,"New Life Christian School",2,2000,2007,2
1138,"Christian Renewal School",3,2000,2002,3
1138,"Christian Renewal School",4,2003,2017,3
1138,"Christian Renewal School",5,2008,2014,3
1139,"Lake Taupo Christian School",4,2000,2002,3
1139,"Lake Taupo Christian School",6,2003,2014,3
1139,"Lake Taupo Christian School",8,2015,2017,3
1141,"TKKM o Rangiawhia",1,2012,2016,2
1141,"TKKM o Rangiawhia",2,2000,2015,2
1142,"TKKM o Takapau",1,2000,2004,3
1142,"TKKM o Takapau",2,2005,2007,3
1142,"TKKM o Takapau",3,2008,2017,3
1143,"TKKM o Nga Mokopuna",5,2000,2004,3
1143,"TKKM o Nga Mokopuna",6,2005,2007,3
1143,"TKKM o Nga Mokopuna",8,2008,2017,3
1147,"Te Rangi Aniwaniwa",1,2003,2017,2
1147,"Te Rangi Aniwaniwa",2,2000,2002,2
1148,"Nelson Christian Academy",6,2015,2017,4
1148,"Nelson Christian Academy",7,2005,2014,4
1148,"Nelson Christian Academy",8,2003,2004,4
1148,"Nelson Christian Academy",9,2000,2002,4
1149,"Sonrise Christian School",4,2008,2014,3
1149,"Sonrise Christian School",5,2000,2017,3
1149,"Sonrise Christian School",6,2003,2006,3
1150,"Fountain Christian School",3,2000,2002,2
1150,"Fountain Christian School",99,2003,2004,2
1151,"TKKM o Te Puaha o Waikato",1,2000,2017,2
1151,"TKKM o Te Puaha o Waikato",2,2003,2007,2
1153,"TKKM o Te Koutu",1,2000,2002,3
1153,"TKKM o Te Koutu",3,2003,2017,3
1153,"TKKM o Te Koutu",4,2005,2007,3
1154,"TKKM o Te Rawhiti Roa",1,2000,2017,2
1154,"TKKM o Te Rawhiti Roa",2,2005,2007,2
1156,"Horizon School",6,2015,2017,3
1156,"Horizon School",7,2000,2014,3
1156,"Horizon School",8,2008,2012,3
1164,"Everglade School",4,2015,2017,3
1164,"Everglade School",6,2000,2002,3
1164,"Everglade School",7,2003,2014,3
1165,"TKKM o Ruamata",2,2000,2014,2
1165,"TKKM o Ruamata",3,2015,2017,2
1167,"Wanaka Primary School",9,2000,2002,2
1167,"Wanaka Primary School",10,2003,2017,2
1168,"Emmanuel Christian School",7,2005,2007,3
1168,"Emmanuel Christian School",8,2003,2017,3
1168,"Emmanuel Christian School",9,2000,2014,3
1169,"Paeroa Christian School",3,2000,2017,2
1169,"Paeroa Christian School",4,2003,2007,2
1170,"Whakatane S D A School",4,2003,2017,2
1170,"Whakatane S D A School",5,2000,2014,2
1172,"Cornerstone Christian School",6,2000,2007,2
1172,"Cornerstone Christian School",7,2008,2017,2
1174,"Moriah College",7,2000,2002,3
1174,"Moriah College",8,2003,2004,3
1174,"Moriah College",9,2005,2012,3
1175,"Kaikohe Christian School",1,2000,2002,4
1175,"Kaikohe Christian School",2,2003,2017,4
1175,"Kaikohe Christian School",3,2013,2014,4
1175,"Kaikohe Christian School",4,2008,2012,4
1176,"Mountain Valley School",4,2005,2007,3
1176,"Mountain Valley School",5,2003,2004,3
1176,"Mountain Valley School",99,2000,2002,3
1177,"Te Huruhi School",4,2000,2002,4
1177,"Te Huruhi School",5,2003,2007,4
1177,"Te Huruhi School",6,2008,2014,4
1177,"Te Huruhi School",7,2015,2017,4
1178,"Tasman Bay Christian School",4,2000,2002,3
1178,"Tasman Bay Christian School",5,2003,2014,3
1178,"Tasman Bay Christian School",6,2015,2017,3
1179,"Maranatha Christian School",6,2003,2004,2
1179,"Maranatha Christian School",7,2000,2017,2
1184,"Hawera Christian School",5,2003,2007,4
1184,"Hawera Christian School",6,2008,2017,4
1184,"Hawera Christian School",7,2002,2002,4
1184,"Hawera Christian School",8,2000,2001,4
1185,"Matahui School",8,2003,2017,2
1185,"Matahui School",9,2000,2014,2
1186,"Matamata Christian School",5,2015,2017,4
1186,"Matamata Christian School",6,2008,2014,4
1186,"Matamata Christian School",7,2005,2007,4
1186,"Matamata Christian School",8,2000,2004,4
1187,"Tauranga Waldorf School",6,2005,2007,4
1187,"Tauranga Waldorf School",7,2003,2017,4
1187,"Tauranga Waldorf School",8,2008,2014,4
1187,"Tauranga Waldorf School",99,2000,2002,4
1189,"Wa Ora Montessori School",7,2013,2014,3
1189,"Wa Ora Montessori School",8,2003,2017,3
1189,"Wa Ora Montessori School",9,2000,2007,3
1190,"Elim Christian College",8,2000,2017,2
1190,"Elim Christian College",9,2003,2012,2
1192,"Dunedin Rudolf Steiner School",5,2005,2007,4
1192,"Dunedin Rudolf Steiner School",6,2000,2004,4
1192,"Dunedin Rudolf Steiner School",7,2008,2014,4
1192,"Dunedin Rudolf Steiner School",9,2015,2017,4
1194,"Red Beach School",8,2000,2007,2
1194,"Red Beach School",9,2003,2017,2
1195,"Adventure School",10,2000,2017,1
1197,"Calvin Christian School",3,2003,2004,2
1197,"Calvin Christian School",4,2000,2007,2
1200,"Ahuroa School",2,2003,2007,4
1200,"Ahuroa School",4,2000,2002,4
1200,"Ahuroa School",7,2008,2014,4
1200,"Ahuroa School",9,2015,2017,4
1201,"Aka Aka School",7,2000,2017,2
1201,"Aka Aka School",8,2003,2014,2
1202,"Albany School",9,2015,2017,2
1202,"Albany School",10,2000,2014,2
1203,"Alfriston School",8,2015,2017,3
1203,"Alfriston School",9,2000,2014,3
1203,"Alfriston School",10,2003,2007,3
1204,"Anchorage Park School",3,2015,2017,2
1204,"Anchorage Park School",4,2000,2014,2
1206,"Arahoe School",4,2000,2002,2
1206,"Arahoe School",5,2003,2017,2
1207,"Ararimu School",9,2000,2007,2
1207,"Ararimu School",10,2008,2017,2
1208,"Ardmore School",4,2015,2017,2
1208,"Ardmore School",6,2000,2014,2
1209,"Arohanui Special School",4,2000,2017,2
1209,"Arohanui Special School",5,2008,2014,2
1210,"Northern Health School",1,2000,2017,1
1211,"Auckland Normal Intermediate",9,2008,2017,2
1211,"Auckland Normal Intermediate",10,2000,2007,2
1212,"Avondale Intermediate",2,2000,2017,2
1212,"Avondale Intermediate",3,2003,2014,2
1213,"Avondale Primary School (Auckland)",2,2000,2002,2
1213,"Avondale Primary School (Auckland)",3,2003,2017,2
1214,"Awhitu District School",5,2000,2014,2
1214,"Awhitu District School",6,2003,2017,2
1215,"Sir Douglas Bader Intermediate School",1,2000,2017,1
1216,"Bailey Road School",2,2000,2002,2
1216,"Bailey Road School",3,2003,2017,2
1217,"Sir Edmund Hillary Collegiate Middle School",1,2000,2017,1
1218,"Bairds Mainfreight Primary School",1,2000,2017,1
1219,"Balmoral School (Auckland)",6,2000,2002,3
1219,"Balmoral School (Auckland)",8,2003,2007,3
1219,"Balmoral School (Auckland)",9,2008,2017,3
1220,"Bayfield School",9,2000,2002,2
1220,"Bayfield School",10,2003,2017,2
1221,"Bayswater School",7,2000,2002,4
1221,"Bayswater School",8,2003,2004,4
1221,"Bayswater School",9,2005,2014,4
1221,"Bayswater School",10,2015,2017,4
1222,"Bayview School",7,2000,2017,1
1223,"Beach Haven School",3,2000,2007,2
1223,"Beach Haven School",4,2008,2017,2
1224,"Beachlands School",8,2000,2002,3
1224,"Beachlands School",9,2003,2007,3
1224,"Beachlands School",10,2008,2017,3
1225,"Belmont Intermediate",10,2000,2017,1
1226,"Belmont School (Auckland)",8,2000,2002,3
1226,"Belmont School (Auckland)",9,2003,2007,3
1226,"Belmont School (Auckland)",10,2008,2017,3
1227,"Birdwood School",1,2003,2014,2
1227,"Birdwood School",2,2000,2017,2
1228,"Birkdale Intermediate",5,2000,2002,2
1228,"Birkdale Intermediate",6,2003,2017,2
1229,"Birkdale North School",3,2000,2014,3
1229,"Birkdale North School",4,2003,2010,3
1229,"Birkdale North School",5,2015,2017,3
1230,"Birkdale Primary School",5,2000,2017,1
1231,"Birkenhead School",9,2005,2017,2
1231,"Birkenhead School",10,2000,2014,2
1232,"Blockhouse Bay Intermediate",5,2015,2017,2
1232,"Blockhouse Bay Intermediate",6,2000,2014,2
1233,"Blockhouse Bay School",7,2015,2017,2
1233,"Blockhouse Bay School",8,2000,2014,2
1234,"Bombay School",8,2000,2007,2
1234,"Bombay School",9,2008,2017,2
1235,"Botany Downs School",9,2003,2017,2
1235,"Botany Downs School",10,2000,2014,2
1236,"Brookby School",5,2015,2017,3
1236,"Brookby School",7,2003,2007,3
1236,"Brookby School",8,2000,2014,3
1237,"Browns Bay School",10,2000,2017,1
1238,"Bruce McLaren Intermediate",2,2015,2017,3
1238,"Bruce McLaren Intermediate",3,2003,2014,3
1238,"Bruce McLaren Intermediate",4,2000,2007,3
1239,"Buckland School",7,2003,2007,3
1239,"Buckland School",8,2008,2017,3
1239,"Buckland School",9,2000,2002,3
1240,"Bucklands Beach Intermediate",9,2008,2017,2
1240,"Bucklands Beach Intermediate",10,2000,2007,2
1241,"Bucklands Beach Primary School",10,2000,2017,1
1242,"Campbells Bay School",10,2000,2017,1
1243,"Chaucer School",4,2000,2017,1
1244,"Chelsea School",10,2000,2017,1
1245,"Christ the King Catholic School (Owairaka)",3,2003,2017,2
1245,"Christ the King Catholic School (Owairaka)",4,2000,2007,2
1246,"Churchill Park School",10,2000,2017,1
1247,"Clayton Park School",2,2012,2017,3
1247,"Clayton Park School",3,2003,2011,3
1247,"Clayton Park School",4,2000,2002,3
1248,"Clendon Park School",1,2000,2017,1
1249,"Clevedon School",8,2000,2002,3
1249,"Clevedon School",9,2003,2017,3
1249,"Clevedon School",10,2005,2014,3
1250,"Clover Park Middle School",1,2000,2010,1
1251,"Sir Edmund Hillary Collegiate Junior School",1,2000,2017,1
1252,"Coatesville School",10,2000,2017,1
1253,"Cockle Bay School",10,2000,2017,1
1254,"Colwill School",2,2015,2017,3
1254,"Colwill School",3,2010,2014,3
1254,"Colwill School",4,2000,2009,3
1255,"Conifer Grove School",4,2015,2017,3
1255,"Conifer Grove School",7,2000,2014,3
1255,"Conifer Grove School",8,2003,2007,3
1256,"Cornwall Park District School",9,2000,2017,2
1256,"Cornwall Park District School",10,2008,2014,2
1257,"Cosgrove School",1,2015,2017,2
1257,"Cosgrove School",2,2000,2014,2
1258,"Dairy Flat School",10,2000,2017,1
1259,"Dawson School",1,2000,2017,1
1260,"Devonport Primary School",10,2000,2017,1
1261,"Dominion Road School",3,2000,2017,1
1262,"Don Buck School",2,2015,2017,2
1262,"Don Buck School",3,2000,2014,2
1263,"Drury School",7,2015,2017,3
1263,"Drury School",8,2003,2014,3
1263,"Drury School",9,2000,2002,3
1264,"East Tamaki School",1,2000,2017,1
1265,"Edendale School (Auckland)",3,2000,2002,3
1265,"Edendale School (Auckland)",5,2003,2014,3
1265,"Edendale School (Auckland)",6,2015,2017,3
1266,"Edmonton School",4,2000,2017,2
1266,"Edmonton School",5,2003,2007,2
1267,"Edmund Hillary School",1,2000,2017,1
1268,"Ellerslie School",5,2000,2002,3
1268,"Ellerslie School",7,2003,2014,3
1268,"Ellerslie School",9,2015,2017,3
1269,"Elm Park School",5,2015,2017,3
1269,"Elm Park School",6,2008,2014,3
1269,"Elm Park School",7,2000,2007,3
1270,"Epsom Normal School",8,2015,2017,3
1270,"Epsom Normal School",9,2008,2014,3
1270,"Epsom Normal School",10,2000,2007,3
1271,"Fairburn School",1,2000,2017,2
1271,"Fairburn School",2,2008,2014,2
1272,"Farm Cove Intermediate",8,2008,2017,2
1272,"Farm Cove Intermediate",9,2000,2007,2
1273,"Favona School",1,2000,2014,2
1273,"Favona School",2,2015,2017,2
1274,"Ferguson Intermediate (Otara)",1,2000,2017,1
1275,"Finlayson Park School",1,2000,2017,1
1276,"Flanshaw Road School",4,2000,2002,2
1276,"Flanshaw Road School",5,2003,2017,2
1277,"Flat Bush School",1,2000,2017,1
1278,"Forrest Hill School",8,2005,2017,3
1278,"Forrest Hill School",9,2003,2014,3
1278,"Forrest Hill School",10,2000,2002,3
1279,"Freemans Bay School",6,2000,2017,3
1279,"Freemans Bay School",7,2003,2004,3
1279,"Freemans Bay School",8,2005,2007,3
1280,"Freyberg Community School",5,2003,2017,2
1280,"Freyberg Community School",6,2000,2014,2
1281,"Fruitvale Road School",2,2000,2002,3
1281,"Fruitvale Road School",3,2003,2007,3
1281,"Fruitvale Road School",4,2008,2017,3
1282,"Gladstone School (Auckland)",7,2000,2007,3
1282,"Gladstone School (Auckland)",8,2008,2014,3
1282,"Gladstone School (Auckland)",9,2015,2017,3
1283,"Glamorgan School",10,2000,2017,1
1284,"Glen Eden Intermediate",7,2000,2017,2
1284,"Glen Eden Intermediate",8,2003,2014,2
1285,"Glen Eden School",3,2000,2017,2
1285,"Glen Eden School",4,2003,2014,2
1286,"Glen Innes Intermediate",1,2000,2003,1
1287,"Glen Innes School",1,2000,2017,1
1288,"Glen Murray School",5,2000,2001,1
1289,"Glen Taylor School",1,2000,2017,1
1290,"Glenavon School",1,2015,2017,3
1290,"Glenavon School",2,2000,2014,3
1290,"Glenavon School",3,2008,2012,3
1291,"Glenbrae Primary School",1,2000,2017,1
1292,"Glenbrook School",7,2000,2017,2
1292,"Glenbrook School",8,2008,2014,2
1293,"Glendene School",2,2015,2017,2
1293,"Glendene School",3,2000,2014,2
1294,"Glendowie School",3,2000,2002,4
1294,"Glendowie School",7,2003,2007,4
1294,"Glendowie School",9,2008,2014,4
